monument,monumentLabel,countryLabel,styleLabel
http://www.wikidata.org/entity/Q5437472,Fath-Ali Shah relief (Cheshmeh-Ali),Иран,Каджарское искусство
http://www.wikidata.org/entity/Q5718838,Gotarzes I relief (Bisotun),Иран,искусство Парфянского царства
http://www.wikidata.org/entity/Q5863270,Gotarzes II relief (Bisotun),Иран,искусство Парфянского царства
http://www.wikidata.org/entity/Q5877618,Sarab-e Bahram relief,Иран,искусство государства Сасанидов
http://www.wikidata.org/entity/Q5881988,Vologases relief,Иран,искусство Парфянского царства
http://www.wikidata.org/entity/Q5897289,Relief of Bahram II at Guyim,Иран,искусство государства Сасанидов
http://www.wikidata.org/entity/Q5914092,Teymur Mirza relief,Иран,Каджарское искусство
http://www.wikidata.org/entity/Q5937800,Naser al-Din Shah relief,Иран,Каджарское искусство
http://www.wikidata.org/entity/Q5939534,Farhad Tarash,Иран,искусство государства Сасанидов
http://www.wikidata.org/entity/Q5960405,Sar Mashhad relief,Иран,искусство государства Сасанидов
http://www.wikidata.org/entity/Q16052646,Relief of Shapur I in Darabgerd,Иран,искусство государства Сасанидов
http://www.wikidata.org/entity/Q108861222,Harir rock-relief,Ирак,искусство Парфянского царства
http://www.wikidata.org/entity/Q30027237,Conjunt d'esgrafiats de les façanes de la BMVB,Испания,модерн
http://www.wikidata.org/entity/Q30027249,Història del Gran Art. Art Egipci,Испания,модерн
http://www.wikidata.org/entity/Q30027262,Història del Gran Art. Art Grec,Испания,модерн
http://www.wikidata.org/entity/Q30027281,Història del Gran Art. Art Cristià,Испания,модерн
http://www.wikidata.org/entity/Q30027298,Història del Gran Art. Art del Renaixement,Испания,модерн
http://www.wikidata.org/entity/Q30027310,Història de les Ciències. Egipte,Испания,модерн
http://www.wikidata.org/entity/Q30027318,Història de les Ciències. Grècia,Испания,модерн
http://www.wikidata.org/entity/Q30027336,Història de les Ciències. Època Moderna,Испания,модерн
http://www.wikidata.org/entity/Q30027347,Història de les Ciències. Invents moderns,Испания,модерн
http://www.wikidata.org/entity/Q30027370,Història de la Literatura i la Poesia. Dant,Испания,модерн
http://www.wikidata.org/entity/Q30027377,"Història de la Literatura i la Poesia. Cervantes, Calderón i Shakespeare",Испания,модерн
http://www.wikidata.org/entity/Q30027394,El Temps antic,Испания,модерн
http://www.wikidata.org/entity/Q30027406,El Temps modern,Испания,модерн
http://www.wikidata.org/entity/Q91498344,Jacob's Well,Чехия,барокко
http://www.wikidata.org/entity/Q98200530,Juan Garin by Matyáš Bernard Braun,Чехия,барокко
http://www.wikidata.org/entity/Q484458,Бамианские статуи Будды,Афганистан,греко-буддистское искусство
http://www.wikidata.org/entity/Q114755141,socha poustevníka Onufria,Чехия,барокко
http://www.wikidata.org/entity/Q114755561,socha spící Máří Magdaleny,Чехия,барокко
http://www.wikidata.org/entity/Q114755711,reliéf Vidění Svatého Huberta,Чехия,барокко
http://www.wikidata.org/entity/Q114755719,reliéf Klanění pastýřů,Чехия,барокко
http://www.wikidata.org/entity/Q114755864,reliéf Příchod tří králů,Чехия,барокко
http://www.wikidata.org/entity/Q38040626,Krucifix,Чехия,барокко
http://www.wikidata.org/entity/Q38197294,Krucifix,Чехия,барокко
http://www.wikidata.org/entity/Q52160054,kříž,Чехия,классицизм
http://www.wikidata.org/entity/Q62388636,kamenný kříž,Чехия,классицизм
http://www.wikidata.org/entity/Q62391994,kříž,Чехия,барокко
http://www.wikidata.org/entity/Q62392183,kamenný kříž,Чехия,барокко
http://www.wikidata.org/entity/Q37025902,Krucifix,Чехия,барокко
http://www.wikidata.org/entity/Q37160917,Krucifix,Чехия,рококо
http://www.wikidata.org/entity/Q37175681,Wayside cross in Dolní Bezděkov,Чехия,барокко
http://www.wikidata.org/entity/Q37279689,Kněžnin kříž,Чехия,барокко
http://www.wikidata.org/entity/Q37293764,Wayside cross,Чехия,барокко
http://www.wikidata.org/entity/Q37318163,Krucifix,Чехия,барокко
http://www.wikidata.org/entity/Q37448966,Sousoší Kalvarie,Чехия,барокко
http://www.wikidata.org/entity/Q66106986,Krucifix (Brandýs nad Orlicí),Чехия,классицизм
http://www.wikidata.org/entity/Q66107077,Wayside cross in Brandýs nad Orlicí,Чехия,классицизм
http://www.wikidata.org/entity/Q78794003,Kříž na rozcestí Kostelní a Polní ulice ve Skoroticích,Чехия,барокко
http://www.wikidata.org/entity/Q94433677,Kamenný kříž na Strážném vrchu v Rumburku,Чехия,классицизм
http://www.wikidata.org/entity/Q94433689,stone cross at the Holy Trinity Church in Hostinné,Чехия,рококо
http://www.wikidata.org/entity/Q94433689,stone cross at the Holy Trinity Church in Hostinné,Чехия,классицизм
http://www.wikidata.org/entity/Q112217670,Kříž v Jaroslavicích vedle kostela svatého Jiljí,Чехия,классицизм
http://www.wikidata.org/entity/Q688614,Чумная колонна,Австрия,скульптура барокко
http://www.wikidata.org/entity/Q742362,Колонна Пресвятой Троицы,Чехия,барокко
http://www.wikidata.org/entity/Q37340614,Holy Trinity Column in Karlovy Vary,Чехия,барокко
http://www.wikidata.org/entity/Q38037831,Holy Trinity column in Nový Malín,Чехия,архитектура неоклассицизма
http://www.wikidata.org/entity/Q38040252,Holy Trinity column in Černovír,Чехия,барокко
http://www.wikidata.org/entity/Q38050086,Holy Trinity column in Poláky,Чехия,барокко
http://www.wikidata.org/entity/Q46346,column of the Virgin Mary Immaculate in Kutná Hora,Чехия,барокко
http://www.wikidata.org/entity/Q378455,Maria column,Чехия,барокко
http://www.wikidata.org/entity/Q6648218,Pillar of the Plague,Чехия,барокко
http://www.wikidata.org/entity/Q12035570,Marian plague column in Hradčany,Чехия,барокко
http://www.wikidata.org/entity/Q37028504,Sloup se sochou Panny Marie,Чехия,барокко
http://www.wikidata.org/entity/Q37161328,Sloup se sochou Panny Marie,Чехия,рококо
http://www.wikidata.org/entity/Q37340614,Holy Trinity Column in Karlovy Vary,Чехия,барокко
http://www.wikidata.org/entity/Q37428952,Maria Column in Kovářská,Чехия,барокко
http://www.wikidata.org/entity/Q37813334,Maria column in Lípa,Чехия,барокко
http://www.wikidata.org/entity/Q37821857,Maria column in Mohelnice,Чехия,барокко
http://www.wikidata.org/entity/Q38044632,Maria column in Ostrov,Чехия,барокко
http://www.wikidata.org/entity/Q38048545,Maria column in Poděbrady,Чехия,рококо
http://www.wikidata.org/entity/Q38049680,Maria column in Polička,Чехия,барокко
http://www.wikidata.org/entity/Q137894213,kříž před kostelem Nanebevzetí Panny Marie,Чехия,историзм
http://www.wikidata.org/entity/Q38134723,Sloup se sochou Panny Marie,Чехия,барокко
http://www.wikidata.org/entity/Q38144892,Maria column in Třebechovice pod Orebem,Чехия,барокко
http://www.wikidata.org/entity/Q38186221,Maria column in Valašské Klobouky,Чехия,барокко
http://www.wikidata.org/entity/Q38186430,Maria column in Valtice,Чехия,барокко
http://www.wikidata.org/entity/Q38188715,Sloup se sochou Panny Marie,Чехия,барокко
http://www.wikidata.org/entity/Q38190541,Sloup se sochou Panny Marie,Чехия,барокко
http://www.wikidata.org/entity/Q38190547,Sloup se sochou Panny Marie,Чехия,барокко
http://www.wikidata.org/entity/Q38192282,Maria column in Vranov nad Dyjí,Чехия,барокко
http://www.wikidata.org/entity/Q38228467,Maria column in Znojmo,Чехия,барокко
http://www.wikidata.org/entity/Q38234907,Maria column in Ústí nad Orlicí,Чехия,барокко
http://www.wikidata.org/entity/Q38236518,Maria column in Máslojedy,Чехия,барокко
http://www.wikidata.org/entity/Q62178364,Maria column (Kyjov),Чехия,барокко
http://www.wikidata.org/entity/Q67182429,Mariánský sloup,Чехия,барокко
http://www.wikidata.org/entity/Q78788303,socha Panny Marie u kostela v Růžové,Чехия,барокко
http://www.wikidata.org/entity/Q78794632,Mariánský sloup u kostela v Klášterci nad Ohří,Чехия,барокко
http://www.wikidata.org/entity/Q38192500,Boží muka,Чехия,барокко
http://www.wikidata.org/entity/Q37273518,Boží muka,Чехия,барокко
http://www.wikidata.org/entity/Q38186918,Sloup se sousoším Nejsvětější Trojice,Чехия,барокко
http://www.wikidata.org/entity/Q66055401,Holy Trinity column in Manětín,Чехия,барокко
http://www.wikidata.org/entity/Q112217669,Socha Nejsvětější Trojice v Jaroslavicích vedle kostela svatého Jiljí,Чехия,барокко
http://www.wikidata.org/entity/Q62128980,boží muka,Чехия,барокко
http://www.wikidata.org/entity/Q62129018,boží muka,Чехия,барокко
http://www.wikidata.org/entity/Q62388590,boží muka se sochou sv. Floriána,Чехия,Возрождение
http://www.wikidata.org/entity/Q87768011,Švédský sloup,Чехия,барокко
http://www.wikidata.org/entity/Q79961,статуя Христа-Искупителя,Бразилия,ар-деко
http://www.wikidata.org/entity/Q805445,Christ the King statue,Колумбия,ар-деко
http://www.wikidata.org/entity/Q37448068,Sloup se sochou svatého Jana Nepomuckého,Чехия,классицизм
http://www.wikidata.org/entity/Q37812678,Cultural monuments in Lužec nad Cidlinou,Чехия,барокко
http://www.wikidata.org/entity/Q38036641,Statue of Saint Adalbert in Apolinářská,Чехия,барокко
http://www.wikidata.org/entity/Q38039835,Sloup se sochou sedícího Krista Trpitele,Чехия,барокко
http://www.wikidata.org/entity/Q38136417,Sloup se sochou svatého Donáta,Чехия,барокко
http://www.wikidata.org/entity/Q38137233,Viniční sloup,Чехия,барокко
http://www.wikidata.org/entity/Q38186445,Socha svatého Jana Nepomuckého,Чехия,барокко
http://www.wikidata.org/entity/Q38228038,Sloup se sochou svatého Josefa Pěstouna,Чехия,барокко
http://www.wikidata.org/entity/Q38231823,Sloup se sochou svaté Anny,Чехия,барокко
http://www.wikidata.org/entity/Q104873475,Saint Joseph column in Brtnice,Чехия,барокко
http://www.wikidata.org/entity/Q106504831,Christ the Protector,Бразилия,ар-деко
http://www.wikidata.org/entity/Q2182509,Христос с крестом,Италия,Высокий Ренессанс
http://www.wikidata.org/entity/Q3842780,Madonnina,Италия,барокко
http://www.wikidata.org/entity/Q9423922,Pinax with Prothesis by the Sappho Painter,Франция,ancient Greek vase painting
http://www.wikidata.org/entity/Q2968363,Château d'eau de l'Ermite,Бельгия,ар-деко
http://www.wikidata.org/entity/Q5175110,Virgin of Hope Macarena,Испания,барокко
http://www.wikidata.org/entity/Q117667146,Salus Populi Romani,Италия,Византийская иконопись
